bk
ID: 0	 X: 2.08	 Y: 2.50	 Z: -0.35 	 W: -17.80
ID: 13	 X: -1.10	 Y: 10.84	 Z: -1.24 	 W: 0.00
ID: 14	 X: -1.27	 Y: 10.89	 Z: -1.32 	 W: 0.00
ID: 15	 X: -1.34	 Y: 10.92	 Z: -1.35 	 W: 0.00
ID: 16	 X: -1.36	 Y: 10.97	 Z: -1.32 	 W: 0.00
ID: 17	 X: -1.49	 Y: 10.99	 Z: -1.13 	 W: 0.00
ak
bk
ID: 0	 X: 2.08	 Y: 2.50	 Z: -0.33 	 W: 0.00
ID: 1	 X: 2.11	 Y: 2.55	 Z: -0.44 	 W: 0.00
ID: 2	 X: 2.14	 Y: 2.58	 Z: -0.52 	 W: 0.00
ID: 3	 X: 2.17	 Y: 2.62	 Z: -0.60 	 W: 0.00
ID: 4	 X: -0.27	 Y: 4.33	 Z: 0.06 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.38	 Z: 0.04 	 W: 0.00
ID: 6	 X: -0.26	 Y: 4.42	 Z: 0.04 	 W: 0.00
ID: 7	 X: -0.26	 Y: 4.48	 Z: 0.02 	 W: 0.00
ID: 8	 X: -0.24	 Y: 4.53	 Z: 0.02 	 W: 0.00
ID: 9	 X: -0.17	 Y: 4.59	 Z: 0.04 	 W: 0.00
ID: 10	 X: -0.16	 Y: 5.83	 Z: -0.14 	 W: 0.00
ID: 11	 X: -0.20	 Y: 5.87	 Z: -0.12 	 W: 0.00
ID: 12	 X: -0.23	 Y: 5.92	 Z: -0.09 	 W: 0.00
ID: 13	 X: -1.11	 Y: 10.84	 Z: -1.23 	 W: 0.00
ID: 14	 X: -1.28	 Y: 10.88	 Z: -1.31 	 W: 0.00
ID: 15	 X: -1.36	 Y: 10.92	 Z: -1.32 	 W: 0.00
ID: 16	 X: -1.38	 Y: 10.96	 Z: -1.27 	 W: 0.00
ID: 17	 X: -1.46	 Y: 10.99	 Z: -0.98 	 W: 0.00
ID: 18	 X: -1.46	 Y: 10.99	 Z: -1.07 	 W: 0.00
ak
bk
ID: 0	 X: 2.08	 Y: 2.50	 Z: -0.33 	 W: 0.00
ID: 1	 X: 2.11	 Y: 2.55	 Z: -0.44 	 W: 0.00
ID: 2	 X: 2.13	 Y: 2.59	 Z: -0.53 	 W: 0.00
ID: 3	 X: 2.16	 Y: 2.63	 Z: -0.58 	 W: 0.00
ID: 4	 X: -0.27	 Y: 4.33	 Z: 0.06 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.38	 Z: 0.04 	 W: 0.00
ID: 6	 X: -0.26	 Y: 4.42	 Z: 0.03 	 W: 0.00
ID: 7	 X: -0.26	 Y: 4.48	 Z: 0.02 	 W: 0.00
ID: 8	 X: -0.24	 Y: 4.53	 Z: 0.01 	 W: 0.00
ID: 9	 X: -0.17	 Y: 4.59	 Z: -0.02 	 W: 0.00
ID: 10	 X: -0.12	 Y: 5.83	 Z: -0.17 	 W: 0.00
ID: 11	 X: -0.14	 Y: 5.87	 Z: -0.16 	 W: 0.00
ID: 12	 X: -0.16	 Y: 5.92	 Z: -0.10 	 W: 0.00
ID: 13	 X: -1.12	 Y: 10.84	 Z: -1.21 	 W: 0.00
ID: 14	 X: -1.30	 Y: 10.88	 Z: -1.26 	 W: 0.00
ID: 15	 X: -1.36	 Y: 10.92	 Z: -1.32 	 W: 0.00
ID: 16	 X: -1.37	 Y: 10.96	 Z: -1.25 	 W: 0.00
ID: 17	 X: -1.43	 Y: 11.00	 Z: -0.97 	 W: 0.00
ak
bk
ID: 0	 X: 2.08	 Y: 2.50	 Z: -0.33 	 W: 0.00
ID: 1	 X: 2.11	 Y: 2.55	 Z: -0.44 	 W: 0.00
ID: 2	 X: 2.13	 Y: 2.58	 Z: -0.53 	 W: 0.00
ID: 3	 X: 2.17	 Y: 2.62	 Z: -0.60 	 W: 0.00
ID: 4	 X: -0.27	 Y: 4.33	 Z: 0.06 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.38	 Z: 0.05 	 W: 0.00
ID: 6	 X: -0.26	 Y: 4.42	 Z: 0.04 	 W: 0.00
ID: 7	 X: -0.26	 Y: 4.48	 Z: 0.05 	 W: 0.00
ID: 8	 X: -0.24	 Y: 4.53	 Z: 0.04 	 W: 0.00
ID: 9	 X: -0.17	 Y: 4.59	 Z: 0.05 	 W: 0.00
ID: 10	 X: -0.16	 Y: 5.83	 Z: -0.14 	 W: 0.00
ID: 11	 X: -0.20	 Y: 5.87	 Z: -0.14 	 W: 0.00
ID: 12	 X: -0.26	 Y: 5.91	 Z: -0.17 	 W: 0.00
ID: 13	 X: -1.16	 Y: 10.84	 Z: -1.28 	 W: 0.00
ID: 14	 X: -1.32	 Y: 10.88	 Z: -1.34 	 W: 0.00
ID: 15	 X: -1.37	 Y: 10.91	 Z: -1.33 	 W: 0.00
ID: 16	 X: -1.37	 Y: 10.97	 Z: -1.33 	 W: 0.00
ID: 17	 X: -1.38	 Y: 11.00	 Z: -1.04 	 W: 0.00
ak
bk
ID: 0	 X: 2.08	 Y: 2.50	 Z: -0.33 	 W: 0.00
ID: 1	 X: 2.11	 Y: 2.55	 Z: -0.43 	 W: 0.00
ID: 2	 X: 2.13	 Y: 2.59	 Z: -0.53 	 W: 0.00
ID: 3	 X: 2.16	 Y: 2.63	 Z: -0.59 	 W: 0.00
ID: 4	 X: -0.27	 Y: 4.33	 Z: 0.06 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.38	 Z: 0.05 	 W: 0.00
ID: 6	 X: -0.26	 Y: 4.42	 Z: 0.04 	 W: 0.00
ID: 7	 X: -0.26	 Y: 4.48	 Z: 0.03 	 W: 0.00
ID: 8	 X: -0.24	 Y: 4.53	 Z: 0.02 	 W: 0.00
ID: 9	 X: -0.16	 Y: 4.59	 Z: 0.03 	 W: 0.00
ID: 10	 X: -0.15	 Y: 5.83	 Z: -0.10 	 W: 0.00
ID: 11	 X: -0.17	 Y: 5.87	 Z: -0.09 	 W: 0.00
ID: 12	 X: -0.20	 Y: 5.92	 Z: -0.03 	 W: 0.00
ID: 13	 X: -1.12	 Y: 10.84	 Z: -1.20 	 W: 0.00
ID: 14	 X: -1.29	 Y: 10.88	 Z: -1.26 	 W: 0.00
ID: 15	 X: -1.32	 Y: 10.92	 Z: -1.34 	 W: 0.00
ID: 16	 X: -1.30	 Y: 10.97	 Z: -1.29 	 W: 0.00
ID: 17	 X: -1.30	 Y: 11.01	 Z: -1.00 	 W: 0.00
ak
bk
ID: 0	 X: 2.08	 Y: 2.50	 Z: -0.32 	 W: 0.00
ID: 1	 X: 2.11	 Y: 2.55	 Z: -0.44 	 W: 0.00
ID: 2	 X: 2.13	 Y: 2.59	 Z: -0.52 	 W: 0.00
ID: 3	 X: 2.16	 Y: 2.63	 Z: -0.59 	 W: 0.00
ID: 4	 X: -0.27	 Y: 4.33	 Z: 0.06 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.38	 Z: 0.04 	 W: 0.00
ID: 6	 X: -0.26	 Y: 4.42	 Z: 0.04 	 W: 0.00
ID: 7	 X: -0.26	 Y: 4.48	 Z: 0.01 	 W: 0.00
ID: 8	 X: -0.24	 Y: 4.53	 Z: 0.03 	 W: 0.00
ID: 9	 X: -0.17	 Y: 4.59	 Z: 0.03 	 W: 0.00
ID: 10	 X: -0.14	 Y: 5.83	 Z: -0.15 	 W: 0.00
ID: 11	 X: -0.16	 Y: 5.87	 Z: -0.10 	 W: 0.00
ID: 12	 X: -0.17	 Y: 5.92	 Z: -0.03 	 W: 0.00
ID: 13	 X: -1.12	 Y: 10.84	 Z: -1.21 	 W: 0.00
ID: 14	 X: -1.28	 Y: 10.88	 Z: -1.24 	 W: 0.00
ID: 15	 X: -1.33	 Y: 10.92	 Z: -1.33 	 W: 0.00
ID: 16	 X: -1.30	 Y: 10.97	 Z: -1.25 	 W: 0.00
ID: 17	 X: -1.28	 Y: 11.02	 Z: -1.00 	 W: 0.00
ak
bk
ID: 0	 X: 2.08	 Y: 2.49	 Z: -0.33 	 W: 0.00
ID: 1	 X: 2.12	 Y: 2.55	 Z: -0.43 	 W: 0.00
ID: 2	 X: 2.14	 Y: 2.58	 Z: -0.51 	 W: 0.00
ID: 3	 X: 2.18	 Y: 2.61	 Z: -0.58 	 W: 0.00
ID: 4	 X: -0.27	 Y: 4.33	 Z: 0.05 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.38	 Z: 0.05 	 W: 0.00
ID: 6	 X: -0.26	 Y: 4.42	 Z: 0.04 	 W: 0.00
ID: 7	 X: -0.26	 Y: 4.48	 Z: 0.03 	 W: 0.00
ID: 8	 X: -0.24	 Y: 4.53	 Z: 0.03 	 W: 0.00
ID: 9	 X: -0.17	 Y: 4.59	 Z: 0.05 	 W: 0.00
ID: 10	 X: -0.21	 Y: 5.83	 Z: -0.14 	 W: 0.00
ID: 11	 X: -0.25	 Y: 5.86	 Z: -0.08 	 W: 0.00
ID: 12	 X: -0.28	 Y: 5.91	 Z: -0.05 	 W: 0.00
ID: 13	 X: -1.14	 Y: 10.84	 Z: -1.24 	 W: 0.00
ID: 14	 X: -1.31	 Y: 10.88	 Z: -1.34 	 W: 0.00
ID: 15	 X: -1.36	 Y: 10.92	 Z: -1.34 	 W: 0.00
ID: 16	 X: -1.35	 Y: 10.97	 Z: -1.33 	 W: 0.00
ID: 17	 X: -1.35	 Y: 11.01	 Z: -1.06 	 W: 0.00
ak
bk
ID: 0	 X: 2.08	 Y: 2.50	 Z: -0.33 	 W: 0.00
ID: 1	 X: 2.08	 Y: 2.50	 Z: -0.35 	 W: 0.00
ID: 2	 X: 2.11	 Y: 2.55	 Z: -0.45 	 W: 0.00
ID: 3	 X: 2.13	 Y: 2.59	 Z: -0.52 	 W: 0.00
ID: 4	 X: 2.16	 Y: 2.63	 Z: -0.59 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.33	 Z: 0.07 	 W: 0.00
ID: 6	 X: -0.27	 Y: 4.38	 Z: 0.04 	 W: 0.00
ID: 7	 X: -0.27	 Y: 4.42	 Z: 0.04 	 W: 0.00
ID: 8	 X: -0.26	 Y: 4.48	 Z: 0.01 	 W: 0.00
ID: 9	 X: -0.24	 Y: 4.53	 Z: 0.02 	 W: 0.00
ID: 10	 X: -0.18	 Y: 4.59	 Z: -0.02 	 W: 0.00
ID: 11	 X: -0.19	 Y: 5.83	 Z: -0.10 	 W: 0.00
ID: 12	 X: -0.23	 Y: 5.87	 Z: -0.07 	 W: 0.00
ID: 13	 X: -0.26	 Y: 5.91	 Z: -0.05 	 W: 0.00
ID: 14	 X: -1.15	 Y: 10.84	 Z: -1.24 	 W: 0.00
ID: 15	 X: -1.31	 Y: 10.88	 Z: -1.34 	 W: 0.00
ID: 16	 X: -1.36	 Y: 10.92	 Z: -1.34 	 W: 0.00
ID: 17	 X: -1.37	 Y: 10.97	 Z: -1.32 	 W: 0.00
ID: 18	 X: -1.40	 Y: 11.00	 Z: -1.03 	 W: 0.00
ak
bk
ID: 0	 X: 2.08	 Y: 2.49	 Z: -0.34 	 W: 0.00
ID: 1	 X: 2.11	 Y: 2.55	 Z: -0.44 	 W: 0.00
ID: 2	 X: 2.14	 Y: 2.58	 Z: -0.53 	 W: 0.00
ID: 3	 X: 2.17	 Y: 2.61	 Z: -0.60 	 W: 0.00
ID: 4	 X: -0.27	 Y: 4.33	 Z: 0.05 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.38	 Z: 0.04 	 W: 0.00
ID: 6	 X: -0.26	 Y: 4.42	 Z: 0.03 	 W: 0.00
ID: 7	 X: -0.26	 Y: 4.48	 Z: 0.04 	 W: 0.00
ID: 8	 X: -0.23	 Y: 4.53	 Z: 0.03 	 W: 0.00
ID: 9	 X: -0.16	 Y: 4.59	 Z: 0.02 	 W: 0.00
ID: 10	 X: -0.13	 Y: 5.83	 Z: -0.10 	 W: 0.00
ID: 11	 X: -0.16	 Y: 5.87	 Z: -0.07 	 W: 0.00
ID: 12	 X: -0.20	 Y: 5.92	 Z: -0.03 	 W: 0.00
ID: 13	 X: -1.17	 Y: 10.84	 Z: -1.25 	 W: 0.00
ID: 14	 X: -1.33	 Y: 10.88	 Z: -1.33 	 W: 0.00
ID: 15	 X: -1.39	 Y: 10.91	 Z: -1.36 	 W: 0.00
ID: 16	 X: -1.41	 Y: 10.96	 Z: -1.36 	 W: 0.00
ID: 17	 X: -1.46	 Y: 10.99	 Z: -1.07 	 W: 0.00
ak
bk
ID: 0	 X: 2.08	 Y: 2.50	 Z: -0.34 	 W: 0.00
ID: 1	 X: 2.11	 Y: 2.55	 Z: -0.43 	 W: 0.00
ID: 2	 X: 2.13	 Y: 2.59	 Z: -0.52 	 W: 0.00
ID: 3	 X: 2.16	 Y: 2.63	 Z: -0.59 	 W: 0.00
ID: 4	 X: -0.27	 Y: 4.33	 Z: 0.05 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.38	 Z: 0.04 	 W: 0.00
ID: 6	 X: -0.26	 Y: 4.42	 Z: 0.03 	 W: 0.00
ID: 7	 X: -0.26	 Y: 4.48	 Z: 0.04 	 W: 0.00
ID: 8	 X: -0.24	 Y: 4.53	 Z: 0.02 	 W: 0.00
ID: 9	 X: -0.17	 Y: 4.59	 Z: 0.01 	 W: 0.00
ID: 10	 X: -0.15	 Y: 5.83	 Z: -0.14 	 W: 0.00
ID: 11	 X: -0.20	 Y: 5.87	 Z: -0.10 	 W: 0.00
ID: 12	 X: -0.25	 Y: 5.91	 Z: -0.07 	 W: 0.00
ID: 13	 X: -1.15	 Y: 10.84	 Z: -1.21 	 W: 0.00
ID: 14	 X: -1.30	 Y: 10.88	 Z: -1.27 	 W: 0.00
ID: 15	 X: -1.36	 Y: 10.92	 Z: -1.33 	 W: 0.00
ID: 16	 X: -1.36	 Y: 10.97	 Z: -1.33 	 W: 0.00
ID: 17	 X: -1.42	 Y: 11.00	 Z: -1.10 	 W: 0.00
ak
bk
ID: 0	 X: 2.09	 Y: 2.49	 Z: -0.34 	 W: 0.00
ID: 1	 X: 2.12	 Y: 2.54	 Z: -0.44 	 W: 0.00
ID: 2	 X: 2.14	 Y: 2.58	 Z: -0.51 	 W: 0.00
ID: 3	 X: 2.17	 Y: 2.62	 Z: -0.59 	 W: 0.00
ID: 4	 X: -0.27	 Y: 4.33	 Z: 0.06 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.38	 Z: 0.04 	 W: 0.00
ID: 6	 X: -0.26	 Y: 4.42	 Z: 0.03 	 W: 0.00
ID: 7	 X: -0.26	 Y: 4.48	 Z: 0.05 	 W: 0.00
ID: 8	 X: -0.24	 Y: 4.53	 Z: 0.01 	 W: 0.00
ID: 9	 X: -0.17	 Y: 4.59	 Z: 0.02 	 W: 0.00
ID: 10	 X: -0.15	 Y: 5.83	 Z: -0.07 	 W: 0.00
ID: 11	 X: -0.19	 Y: 5.87	 Z: -0.05 	 W: 0.00
ID: 12	 X: -0.23	 Y: 5.92	 Z: -0.03 	 W: 0.00
ID: 13	 X: -1.18	 Y: 10.84	 Z: -1.27 	 W: 0.00
ID: 14	 X: -1.34	 Y: 10.88	 Z: -1.30 	 W: 0.00
ID: 15	 X: -1.41	 Y: 10.91	 Z: -1.38 	 W: 0.00
ID: 16	 X: -1.43	 Y: 10.96	 Z: -1.35 	 W: 0.00
ID: 17	 X: -1.53	 Y: 10.98	 Z: -1.21 	 W: 0.00
ak
bk
ID: 0	 X: 2.08	 Y: 2.50	 Z: -0.36 	 W: 0.00
ID: 1	 X: 2.11	 Y: 2.55	 Z: -0.45 	 W: 0.00
ID: 2	 X: 2.13	 Y: 2.59	 Z: -0.53 	 W: 0.00
ID: 3	 X: 2.16	 Y: 2.63	 Z: -0.59 	 W: 0.00
ID: 4	 X: -0.27	 Y: 4.33	 Z: 0.05 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.38	 Z: 0.05 	 W: 0.00
ID: 6	 X: -0.27	 Y: 4.42	 Z: 0.03 	 W: 0.00
ID: 7	 X: -0.26	 Y: 4.48	 Z: 0.04 	 W: 0.00
ID: 8	 X: -0.24	 Y: 4.53	 Z: 0.03 	 W: 0.00
ID: 9	 X: -0.16	 Y: 4.59	 Z: 0.01 	 W: 0.00
ID: 10	 X: -0.15	 Y: 5.83	 Z: -0.15 	 W: 0.00
ID: 11	 X: -0.17	 Y: 5.87	 Z: -0.10 	 W: 0.00
ID: 12	 X: -0.18	 Y: 5.92	 Z: -0.07 	 W: 0.00
ID: 13	 X: -1.19	 Y: 10.83	 Z: -1.30 	 W: 0.00
ID: 14	 X: -1.34	 Y: 10.88	 Z: -1.34 	 W: 0.00
ID: 15	 X: -1.40	 Y: 10.91	 Z: -1.40 	 W: 0.00
ID: 16	 X: -1.41	 Y: 10.96	 Z: -1.38 	 W: 0.00
ID: 17	 X: -1.48	 Y: 10.99	 Z: -1.19 	 W: 0.00
ak
bk
ID: 0	 X: 2.08	 Y: 2.50	 Z: -0.32 	 W: 0.00
ID: 1	 X: 2.11	 Y: 2.55	 Z: -0.43 	 W: 0.00
ID: 2	 X: 2.14	 Y: 2.58	 Z: -0.52 	 W: 0.00
ID: 3	 X: 2.17	 Y: 2.61	 Z: -0.61 	 W: 0.00
ID: 4	 X: -0.27	 Y: 4.33	 Z: 0.07 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.38	 Z: 0.05 	 W: 0.00
ID: 6	 X: -0.26	 Y: 4.42	 Z: 0.04 	 W: 0.00
ID: 7	 X: -0.26	 Y: 4.48	 Z: 0.05 	 W: 0.00
ID: 8	 X: -0.23	 Y: 4.53	 Z: 0.04 	 W: 0.00
ID: 9	 X: -0.16	 Y: 4.59	 Z: 0.03 	 W: 0.00
ID: 10	 X: -0.16	 Y: 5.83	 Z: -0.14 	 W: 0.00
ID: 11	 X: -0.21	 Y: 5.87	 Z: -0.08 	 W: 0.00
ID: 12	 X: -0.25	 Y: 5.91	 Z: -0.07 	 W: 0.00
ID: 13	 X: -1.16	 Y: 10.84	 Z: -1.24 	 W: 0.00
ID: 14	 X: -1.31	 Y: 10.88	 Z: -1.31 	 W: 0.00
ID: 15	 X: -1.38	 Y: 10.91	 Z: -1.32 	 W: 0.00
ID: 16	 X: -1.40	 Y: 10.96	 Z: -1.36 	 W: 0.00
ID: 17	 X: -1.41	 Y: 11.00	 Z: -1.10 	 W: 0.00
ak
bk
ID: 0	 X: 2.08	 Y: 2.50	 Z: -0.33 	 W: 0.00
ID: 1	 X: 2.11	 Y: 2.55	 Z: -0.43 	 W: 0.00
ID: 2	 X: 2.13	 Y: 2.59	 Z: -0.52 	 W: 0.00
ID: 3	 X: 2.16	 Y: 2.62	 Z: -0.60 	 W: 0.00
ID: 4	 X: -0.27	 Y: 4.33	 Z: 0.05 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.38	 Z: 0.04 	 W: 0.00
ID: 6	 X: -0.27	 Y: 4.42	 Z: 0.03 	 W: 0.00
ID: 7	 X: -0.26	 Y: 4.48	 Z: 0.02 	 W: 0.00
ID: 8	 X: -0.24	 Y: 4.53	 Z: 0.02 	 W: 0.00
ID: 9	 X: -0.17	 Y: 4.59	 Z: 0.02 	 W: 0.00
ID: 10	 X: -0.18	 Y: 5.83	 Z: -0.20 	 W: 0.00
ID: 11	 X: -0.22	 Y: 5.87	 Z: -0.14 	 W: 0.00
ID: 12	 X: -0.24	 Y: 5.91	 Z: -0.15 	 W: 0.00
ID: 13	 X: -1.18	 Y: 10.84	 Z: -1.28 	 W: 0.00
ID: 14	 X: -1.33	 Y: 10.88	 Z: -1.33 	 W: 0.00
ID: 15	 X: -1.39	 Y: 10.91	 Z: -1.38 	 W: 0.00
ID: 16	 X: -1.39	 Y: 10.96	 Z: -1.38 	 W: 0.00
ID: 17	 X: -1.37	 Y: 11.00	 Z: -1.16 	 W: 0.00
ak
bk
ID: 0	 X: 2.08	 Y: 2.50	 Z: -0.33 	 W: 0.00
ID: 1	 X: 2.11	 Y: 2.55	 Z: -0.43 	 W: 0.00
ID: 2	 X: 2.13	 Y: 2.58	 Z: -0.52 	 W: 0.00
ID: 3	 X: 2.17	 Y: 2.62	 Z: -0.59 	 W: 0.00
ID: 4	 X: -0.27	 Y: 4.33	 Z: 0.06 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.38	 Z: 0.05 	 W: 0.00
ID: 6	 X: -0.27	 Y: 4.42	 Z: 0.04 	 W: 0.00
ID: 7	 X: -0.26	 Y: 4.48	 Z: 0.03 	 W: 0.00
ID: 8	 X: -0.24	 Y: 4.53	 Z: 0.02 	 W: 0.00
ID: 9	 X: -0.17	 Y: 4.59	 Z: 0.03 	 W: 0.00
ID: 10	 X: -0.20	 Y: 5.83	 Z: -0.19 	 W: 0.00
ID: 11	 X: -0.24	 Y: 5.87	 Z: -0.20 	 W: 0.00
ID: 12	 X: -0.27	 Y: 5.91	 Z: -0.24 	 W: 0.00
ID: 13	 X: -1.15	 Y: 10.84	 Z: -1.21 	 W: 0.00
ID: 14	 X: -1.29	 Y: 10.88	 Z: -1.27 	 W: 0.00
ID: 15	 X: -1.35	 Y: 10.92	 Z: -1.34 	 W: 0.00
ID: 16	 X: -1.33	 Y: 10.97	 Z: -1.32 	 W: 0.00
ID: 17	 X: -1.30	 Y: 11.01	 Z: -1.06 	 W: 0.00
ak
bk
ID: 0	 X: 2.08	 Y: 2.50	 Z: -0.33 	 W: 0.00
ID: 1	 X: 2.11	 Y: 2.55	 Z: -0.43 	 W: 0.00
ID: 2	 X: 2.13	 Y: 2.58	 Z: -0.52 	 W: 0.00
ID: 3	 X: 2.17	 Y: 2.62	 Z: -0.60 	 W: 0.00
ID: 4	 X: -0.27	 Y: 4.33	 Z: 0.06 	 W: 0.00
ID: 5	 X: -0.27	 Y: 4.38	 Z: 0.05 	 W: 0.00
ID: 6	 X: -0.26	 Y: 4.42	 Z: 0.03 	 W: 0.00
ID: 7	 X: -0.26	 Y: 4.48	 Z: 0.05 	 W: 0.00
ID: 8	 X: -0.23	 Y: 4.53	 Z: 0.01 	 W: 0.00
ID: 9	 X: -0.16	 Y: 4.59	 Z: 0.02 	 W: 0.00
ID: 10	 X: -0.17	 Y: 5.83	 Z: -0.14 	 W: 0.00
